,rel606_gene_id,BLATTNER-ID,ECK_ID
2479,ECB_RS14600,b4465,ECK120004081
2480,ECB_RS14605,b2933,ECK120001726
2481,ECB_RS14610,b2934,ECK120001725
2482,ECB_RS14615,b2935,ECK120001391
2483,ECB_RS14620,b2936,ECK120001264
2484,ECB_RS14625,b2937,ECK120000949
2485,ECB_RS14630,b2938,ECK120000948
2486,ECB_RS14635,b2939,ECK120004082
2487,ECB_RS14650,b2942,ECK120000582
2488,ECB_RS14655,b2943,ECK120002048
2489,ECB_RS14660,b2944,ECK120002025
2490,ECB_RS14665,b2945,ECK120001307
2491,ECB_RS14670,b2946,ECK120002234
2492,ECB_RS14675,b2947,ECK120000412
2493,ECB_RS14680,b2948,ECK120004085
2494,ECB_RS14685,b2949,ECK120004086
2495,ECB_RS14690,b2950,ECK120004087
2496,ECB_RS14695,b2951,ECK120004088
2497,ECB_RS14700,b2952,ECK120004089
2498,ECB_RS14705,b2953,ECK120004090
2499,ECB_RS14710,b2954,ECK120004091
2500,ECB_RS14715,b2955,ECK120004092
2501,ECB_RS14720,b2956,ECK120002363
2502,ECB_RS14725,b2957,ECK120000042
2503,ECB_RS14730,b2958,ECK120002364
2504,ECB_RS14740,b2959,ECK120002296
2505,ECB_RS14745,b2960,ECK120001713
2506,ECB_RS14750,b2961,ECK120000620
2507,ECB_RS14755,b2962,ECK120004093
2508,ECB_RS14760,b2963,ECK120004094
2509,ECB_RS14765,b2964,ECK120000657
2510,ECB_RS14770,b2965,ECK120000950
2511,ECB_RS14775,b2966,ECK120004095
2512,ECB_RS14830,b2002,ECK120003668
2513,ECB_RS14835,b2003,ECK120003669
2514,ECB_RS14945,b2968,ECK120004096
2515,ECB_RS14995,b2970,ECK120004098
2516,ECB_RS15000,b2971,ECK120004099
2517,ECB_RS15005,b2972,ECK120004100
2518,ECB_RS15010,b4466,ECK120004101
2519,ECB_RS15020,b2975,ECK120004102
2520,ECB_RS15025,b2976,ECK120002441
2521,ECB_RS15030,b2977,ECK120004103
2522,ECB_RS15035,b4467,ECK120002572
2523,ECB_RS15040,b4468,ECK120004104
2524,ECB_RS15045,b2979,ECK120004105
2525,ECB_RS15050,b2980,ECK120004106
2526,ECB_RS15055,b2981,ECK120004107
2527,ECB_RS15105,b2984,ECK120004110
2528,ECB_RS15110,b2985,ECK120004111
2529,ECB_RS15115,b2986,ECK120004112
2530,ECB_RS15120,b2987,ECK120002422
2531,ECB_RS15125,b2988,ECK120002421
2532,ECB_RS15130,b2989,ECK120004113
2533,ECB_RS15135,b2990,ECK120001739
2534,ECB_RS15140,b2991,ECK120001738
2535,ECB_RS15145,b2992,ECK120001737
2536,ECB_RS15150,b2993,ECK120001736
2537,ECB_RS15155,b2994,ECK120001735
2538,ECB_RS15160,b2995,ECK120001734
2539,ECB_RS15165,b2996,ECK120001733
2540,ECB_RS15185,b2998,ECK120004115
2541,ECB_RS15195,b3001,ECK120004118
2542,ECB_RS15200,b3002,ECK120004119
2543,ECB_RS15205,b3003,ECK120001265
2544,ECB_RS15210,b3005,ECK120000266
2545,ECB_RS15215,b3006,ECK120000265
2546,ECB_RS15225,b3008,ECK120000576
2547,ECB_RS15230,b3009,ECK120001756
2548,ECB_RS15235,b3010,ECK120004122
2549,ECB_RS15245,b3011,ECK120004123
2550,ECB_RS15250,b3012,ECK120004124
2551,ECB_RS15255,b3013,ECK120004125
2552,ECB_RS15260,b3014,ECK120004126
2553,ECB_RS15265,b4469,ECK120004127
2554,ECB_RS15270,b3017,ECK120001344
2555,ECB_RS15275,b3018,ECK120001345
2556,ECB_RS15280,b3019,ECK120000679
2557,ECB_RS15285,b3020,ECK120004128
2558,ECB_RS15290,b3021,ECK120004129
2559,ECB_RS15295,b3022,ECK120004130
2560,ECB_RS15300,b3023,ECK120004131
2561,ECB_RS15305,b3024,ECK120004132
2562,ECB_RS15310,b3025,ECK120004133
2563,ECB_RS15315,b3026,ECK120002348
2564,ECB_RS15320,b3027,ECK120004134
2565,ECB_RS15325,b3028,ECK120002346
2566,ECB_RS15330,b3029,ECK120002347
2567,ECB_RS15335,b3030,ECK120000680
2568,ECB_RS15340,b3031,ECK120004135
2569,ECB_RS15345,b3032,ECK120004136
2570,ECB_RS15350,b3033,ECK120004137
2571,ECB_RS15355,b3034,ECK120002344
2572,ECB_RS15360,b3035,ECK120000998
2573,ECB_RS15370,b3037,ECK120001147
2574,ECB_RS15375,b3038,ECK120001148
2575,ECB_RS15380,b3039,ECK120001149
2576,ECB_RS15385,b3040,ECK120001150
2577,ECB_RS15395,b3041,ECK120000458
2578,ECB_RS15400,b3042,ECK120004138
2579,ECB_RS15405,b3043,ECK120002231
2580,ECB_RS15415,b3047,ECK120004142
2581,ECB_RS15420,b3048,ECK120004143
2582,ECB_RS15425,b3049,ECK120001349
2583,ECB_RS15430,b3050,ECK120004144
2584,ECB_RS15435,b3051,ECK120004145
2585,ECB_RS25570,b4664,
2586,ECB_RS25575,b4666,
2587,ECB_RS15450,b3052,ECK120004146
2588,ECB_RS15455,b3053,ECK120001550
2589,ECB_RS15460,b3054,ECK120001551
2590,ECB_RS15470,b3055,ECK120002289
2591,ECB_RS15475,b3056,ECK120000132
2592,ECB_RS15480,b3057,ECK120001608
2593,ECB_RS15485,b3058,ECK120001616
2594,ECB_RS15490,b3059,ECK120001617
2595,ECB_RS15495,b3060,ECK120002359
2596,ECB_RS15500,b3061,ECK120001151
2597,ECB_RS15505,b3062,ECK120001152
2598,ECB_RS15510,b3063,ECK120002256
2599,ECB_RS15515,b3064,ECK120001153
2600,ECB_RS15520,b3065,ECK120000911
2601,ECB_RS15525,b3066,ECK120000233
2602,ECB_RS15530,b3067,ECK120000887
2603,ECB_RS15535,b3068,ECK120002372
2604,ECB_RS15545,b3070,ECK120004147
2605,ECB_RS15550,b3071,ECK120004148
2606,ECB_RS15555,b3072,ECK120004149
2607,ECB_RS15560,b3073,ECK120004150
2608,ECB_RS15565,b3074,ECK120004151
2609,ECB_RS15570,b3075,ECK120000248
2610,ECB_RS15575,b3076,ECK120000246
2611,ECB_RS15580,b3077,ECK120000247
2612,ECB_RS15585,b3078,ECK120002373
2613,ECB_RS15590,b3079,ECK120004152
2614,ECB_RS15595,b3080,ECK120004153
2615,ECB_RS15600,b3081,ECK120002681
2616,ECB_RS15605,b3082,ECK120004154
2617,ECB_RS15610,b3083,ECK120004155
2618,ECB_RS15620,b3084,ECK120004156
2619,ECB_RS15625,b3085,ECK120004157
2620,ECB_RS15630,b3086,ECK120004158
2621,ECB_RS15635,b3087,ECK120004159
2622,ECB_RS15640,b3088,ECK120004160
2623,ECB_RS15645,b3089,ECK120002374
2624,ECB_RS15650,b3090,ECK120004161
2625,ECB_RS15655,b3091,ECK120002375
2626,ECB_RS15660,b3092,ECK120004451
2627,ECB_RS15665,b3093,ECK120002376
2628,ECB_RS15670,b3094,ECK120002377
2629,ECB_RS15675,b3095,ECK120004162
2630,ECB_RS15680,b3096,ECK120004163
2631,ECB_RS15685,b3097,ECK120004164
2632,ECB_RS15690,b3098,ECK120004165
2633,ECB_RS15695,b3099,ECK120004166
2634,ECB_RS15700,b3100,ECK120004167
2635,ECB_RS15705,b3101,ECK120004168
2636,ECB_RS15710,b3102,ECK120004169
2637,ECB_RS15715,b3103,ECK120004170
2638,ECB_RS15720,b3104,ECK120004171
2639,ECB_RS15725,b3105,ECK120004172
2640,ECB_RS15730,b3106,ECK120004173
2641,ECB_RS15735,b3107,ECK120004174
2642,ECB_RS15740,b4470,ECK120004175
2643,ECB_RS15745,b3110,ECK120002378
2644,ECB_RS15750,b4471,ECK120004176
2645,ECB_RS15755,b3113,ECK120004177
2646,ECB_RS15760,b3114,ECK120004178
2647,ECB_RS15765,b3115,ECK120001154
2648,ECB_RS15770,b3116,ECK120000980
2649,ECB_RS15775,b3117,ECK120000979
2650,ECB_RS15780,b3118,ECK120000978
2651,ECB_RS15790,b3120,ECK120001155
2652,ECB_RS15795,b3121,ECK120001156
2653,ECB_RS15800,b3124,ECK120001157
2654,ECB_RS15805,b3125,ECK120001158
2655,ECB_RS15810,b3126,ECK120000014
2656,ECB_RS15815,b3127,ECK120002379
2657,ECB_RS15820,b3128,ECK120002315
2658,ECB_RS15825,b3129,ECK120000944
2659,ECB_RS15835,b3131,ECK120004180
2660,ECB_RS15840,b3132,ECK120004181
2661,ECB_RS15845,b3133,ECK120004182
2662,ECB_RS15870,b3136,ECK120004184
2663,ECB_RS15875,b3137,ECK120002381
2664,ECB_RS15880,b3138,ECK120002382
2665,ECB_RS15885,b3139,ECK120002383
2666,ECB_RS15890,b3140,ECK120004185
2667,ECB_RS15895,b3141,ECK120004186
2668,ECB_RS15900,b3142,ECK120004187
2669,ECB_RS15905,b3143,ECK120004188
2670,ECB_RS15910,b3144,ECK120004189
2671,ECB_RS15915,b3145,ECK120004190
2672,ECB_RS15920,b3146,ECK120004191
2673,ECB_RS15925,b3147,ECK120004192
2674,ECB_RS15930,b3148,ECK120004193
2675,ECB_RS15935,b3149,ECK120002384
2676,ECB_RS15940,b3150,ECK120004194
2677,ECB_RS15945,b3151,ECK120004195
2678,ECB_RS15950,b3152,ECK120004196
2679,ECB_RS15955,b3153,ECK120004197
2680,ECB_RS15960,b3154,ECK120004198
2681,ECB_RS15965,b3155,ECK120004199
2682,ECB_RS15970,b3156,ECK120004200
2683,ECB_RS15975,b3157,ECK120004201
2684,ECB_RS15980,b3158,ECK120004202
2685,ECB_RS15985,b3159,ECK120004203
2686,ECB_RS15990,b3160,ECK120004204
2687,ECB_RS15995,b3161,ECK120000610
2688,ECB_RS16005,b3162,ECK120000209
2689,ECB_RS25150,b4685,
2690,ECB_RS16010,b3163,ECK120002239
2691,ECB_RS16015,b3164,ECK120000734
2692,ECB_RS16020,b3165,ECK120000905
2693,ECB_RS16025,b3166,ECK120001159
2694,ECB_RS16030,b3167,ECK120001160
2695,ECB_RS16035,b3168,ECK120000498
2696,ECB_RS16040,b3169,ECK120000658
2697,ECB_RS16045,b3170,ECK120001161
2698,ECB_RS16055,b3172,ECK120000064
2699,ECB_RS16060,b3173,ECK120004205
2700,ECB_RS16070,b3175,ECK120002000
2701,ECB_RS16075,b3176,ECK120001506
2702,ECB_RS16080,b3177,ECK120002570
2703,ECB_RS16085,b3178,ECK120001462
2704,ECB_RS16090,b3179,ECK120001463
2705,ECB_RS16095,b3180,ECK120002385
2706,ECB_RS16100,b3181,ECK120000408
2707,ECB_RS16105,b3182,ECK120000196
2708,ECB_RS16110,b3183,ECK120004206
2709,ECB_RS16115,b3184,ECK120001455
2710,ECB_RS16120,b3185,ECK120002561
2711,ECB_RS16125,b3186,ECK120002560
2712,ECB_RS16130,b3187,ECK120000015
2713,ECB_RS16135,b3188,ECK120000649
2714,ECB_RS16140,b3189,ECK120001327
2715,ECB_RS16145,b3190,ECK120004207
2716,ECB_RS16150,b3191,ECK120004208
2717,ECB_RS16155,b3192,ECK120004209
2718,ECB_RS16160,b3193,ECK120002386
2719,ECB_RS16165,b3194,ECK120002387
2720,ECB_RS16170,b3195,ECK120002388
2721,ECB_RS16175,b3196,ECK120002389
2722,ECB_RS16180,b3197,ECK120004210
2723,ECB_RS16185,b3198,ECK120004211
2724,ECB_RS16190,b3199,ECK120004212
2725,ECB_RS16195,b3200,ECK120004213
2726,ECB_RS16200,b3201,ECK120001623
2727,ECB_RS16205,b3202,ECK120000889
2728,ECB_RS16210,b3203,ECK120001624
2729,ECB_RS16215,b3204,ECK120001625
2730,ECB_RS16220,b3205,ECK120002046
2731,ECB_RS16225,b3206,ECK120002047
2732,ECB_RS16230,b3207,ECK120004214
2733,ECB_RS16235,b3208,ECK120004215
2734,ECB_RS16240,b3209,ECK120001350
2735,ECB_RS16245,b3210,ECK120000058
2736,ECB_RS16250,b3211,ECK120004216
2737,ECB_RS16255,b3212,ECK120000396
2738,ECB_RS16260,b3213,ECK120000397
2739,ECB_RS16275,b3221,ECK120004222
2740,ECB_RS16280,b3222,ECK120004223
2741,ECB_RS16285,b3223,ECK120004224
2742,ECB_RS16290,b3224,ECK120002695
2743,ECB_RS16295,b3225,ECK120000630
2744,ECB_RS16300,b3226,ECK120004225
2745,ECB_RS16305,b3227,ECK120004226
2746,ECB_RS16310,b3228,ECK120000967
2747,ECB_RS16315,b3229,ECK120000966
2748,ECB_RS16320,b3230,ECK120000899
2749,ECB_RS16325,b3231,ECK120000865
2750,ECB_RS16330,b3232,ECK120004227
2751,ECB_RS16335,b3233,ECK120004228
2752,ECB_RS16340,b3234,ECK120004229
2753,ECB_RS16345,b3235,ECK120001596
2754,ECB_RS16350,b3236,ECK120000569
2755,ECB_RS16355,b3237,ECK120000066
2756,ECB_RS16360,b3238,ECK120004230
2757,ECB_RS16365,b3239,ECK120004231
2758,ECB_RS16370,b3240,ECK120004232
2759,ECB_RS16375,b3241,ECK120004233
2760,ECB_RS16380,b3242,ECK120004234
2761,ECB_RS16385,b3243,ECK120004235
2762,ECB_RS16390,b3244,ECK120004236
2763,ECB_RS16395,b4472,ECK120004237
2764,ECB_RS16400,b3247,ECK120001272
2765,ECB_RS16405,b3248,ECK120001271
2766,ECB_RS16410,b3249,ECK120000603
2767,ECB_RS16415,b3250,ECK120000602
2768,ECB_RS16420,b3251,ECK120000601
2769,ECB_RS16430,b3252,ECK120000016
2770,ECB_RS16435,b3253,ECK120001286
2771,ECB_RS16455,b3255,ECK120000269
2772,ECB_RS16460,b3256,ECK120000270
2773,ECB_RS16465,b3257,ECK120004239
2774,ECB_RS16470,b3258,ECK120000678
2775,ECB_RS16475,b3259,ECK120001453
2776,ECB_RS16480,b3260,ECK120001282
2777,ECB_RS16485,b3261,ECK120000311
2778,ECB_RS16490,b3262,ECK120001454
2779,ECB_RS16495,b3263,ECK120004240
2780,ECB_RS16500,b3264,ECK120001680
2781,ECB_RS16505,b3265,ECK120000260
2782,ECB_RS16510,b3266,ECK120000261
2783,ECB_RS16515,b3267,ECK120004241
2784,ECB_RS16530,b3269,ECK120002392
2785,ECB_RS16535,b3270,ECK120002393
2786,ECB_RS16540,b3271,ECK120002394
2787,ECB_RS16580,b3279,ECK120004242
2788,ECB_RS16585,b3280,ECK120004243
2789,ECB_RS16590,b3281,ECK120000073
2790,ECB_RS16595,b3282,ECK120004244
2791,ECB_RS16600,b3283,ECK120004245
2792,ECB_RS16605,b3284,ECK120001553
2793,ECB_RS16610,b4473,ECK120001552
2794,ECB_RS16615,b3287,ECK120001404
2795,ECB_RS16620,b3288,ECK120001242
2796,ECB_RS16625,b3289,ECK120002059
2797,ECB_RS16630,b3290,ECK120001008
2798,ECB_RS16635,b3291,ECK120001162
2799,ECB_RS16640,b4550,ECK120016317
2800,ECB_RS16645,b3292,ECK120001894
2801,ECB_RS16650,b3293,ECK120001895
2802,ECB_RS16655,b3294,ECK120000869
2803,ECB_RS16660,b3295,ECK120000884
2804,ECB_RS16665,b3296,ECK120000894
2805,ECB_RS16670,b3297,ECK120000901
2806,ECB_RS16675,b3298,ECK120000903
2807,ECB_RS16680,b3299,ECK120001210
2808,ECB_RS16685,b3300,ECK120000757
2809,ECB_RS16690,b3301,ECK120000867
2810,ECB_RS16695,b3302,ECK120000879
2811,ECB_RS16700,b3303,ECK120000895
2812,ECB_RS16705,b3304,ECK120000870
2813,ECB_RS16710,b3305,ECK120000860
2814,ECB_RS16715,b3306,ECK120000898
2815,ECB_RS16720,b3307,ECK120000904
2816,ECB_RS16725,b3308,ECK120000859
2817,ECB_RS16730,b3309,ECK120000875
2818,ECB_RS16735,b3310,ECK120000866
2819,ECB_RS16740,b3311,ECK120000907
2820,ECB_RS16745,b3312,ECK120000878
2821,ECB_RS16750,b3313,ECK120000868
2822,ECB_RS16755,b3314,ECK120000893
2823,ECB_RS16760,b3315,ECK120000873
2824,ECB_RS16765,b3316,ECK120000909
2825,ECB_RS16770,b3317,ECK120000856
2826,ECB_RS16775,b3318,ECK120000874
2827,ECB_RS16780,b3319,ECK120000858
2828,ECB_RS16785,b3320,ECK120000857
2829,ECB_RS16790,b3321,ECK120000900
2830,ECB_RS16795,b3322,ECK120001238
2831,ECB_RS16800,b3323,ECK120004246
2832,ECB_RS16805,b3324,ECK120004247
2833,ECB_RS16810,b3325,ECK120004248
2834,ECB_RS16815,b3326,ECK120004249
2835,ECB_RS16820,b3327,ECK120004250
2836,ECB_RS16825,b3328,ECK120004251
2837,ECB_RS16830,b3329,ECK120004252
2838,ECB_RS16835,b3330,ECK120004253
2839,ECB_RS16840,b3331,ECK120004254
2840,ECB_RS16845,b3332,ECK120004255
2841,ECB_RS16850,b3333,ECK120004256
2842,ECB_RS16855,b3334,ECK120002068
2843,ECB_RS16860,b3335,ECK120001328
2844,ECB_RS16865,b3336,ECK120000109
2845,ECB_RS16870,b3337,ECK120001163
2846,ECB_RS16875,b3338,ECK120001215
2847,ECB_RS16880,b3339,ECK120001025
2848,ECB_RS16885,b3340,ECK120000353
2849,ECB_RS16890,b3341,ECK120000897
2850,ECB_RS16895,b3342,ECK120000902
2851,ECB_RS16900,b3343,ECK120004257
2852,ECB_RS16905,b3344,ECK120004258
2853,ECB_RS16910,b3345,ECK120004259
2854,ECB_RS16915,b3346,ECK120004260
2855,ECB_RS16920,b3347,ECK120004261
2856,ECB_RS16925,b3348,ECK120001607
2857,ECB_RS16930,b3349,ECK120001606
2858,ECB_RS16935,b4551,ECK120016318
2859,ECB_RS16940,b3350,ECK120002444
2860,ECB_RS16945,b3351,ECK120004262
2861,ECB_RS16950,b3352,ECK120002423
2862,ECB_RS16955,b3353,ECK120004263
2863,ECB_RS16960,b3354,ECK120004264
2864,ECB_RS16965,b3355,ECK120002233
2865,ECB_RS16970,b3356,ECK120001164
2866,ECB_RS16980,b3357,ECK120000160
2867,ECB_RS16985,b3358,ECK120004265
2868,ECB_RS16990,b3359,ECK120000062
2869,ECB_RS16995,b3360,ECK120000675
2870,ECB_RS17000,b3361,ECK120000301
2871,ECB_RS17005,b3362,ECK120002242
2872,ECB_RS17010,b3363,ECK120000748
2873,ECB_RS17015,b3364,ECK120001237
2874,ECB_RS17020,b3365,ECK120000646
2875,ECB_RS17025,b3366,ECK120000648
2876,ECB_RS17030,b3367,ECK120000647
2877,ECB_RS17035,b3368,ECK120000183
2878,ECB_RS17040,b3369,ECK120004266
2879,ECB_RS17045,b3370,ECK120002424
2880,ECB_RS17050,b3371,ECK120004267
2881,ECB_RS17055,b4474,ECK120004268
2882,ECB_RS17060,b3374,ECK120004269
2883,ECB_RS17065,b3375,ECK120004270
2884,ECB_RS17085,b3377,ECK120004272
2885,ECB_RS17090,b3378,ECK120004273
2886,ECB_RS17095,b3379,ECK120004274
2887,ECB_RS17100,b3380,ECK120004275
2888,ECB_RS17105,b3381,ECK120004276
2889,ECB_RS17110,b3382,ECK120004277
2890,ECB_RS17115,b3383,ECK120004278
2891,ECB_RS17120,b3384,ECK120001019
2892,ECB_RS17125,b3385,ECK120001802
2893,ECB_RS17130,b3386,ECK120004466
2894,ECB_RS17135,b3387,ECK120000198
2895,ECB_RS17140,b3388,ECK120001165
2896,ECB_RS17145,b3389,ECK120000070
2897,ECB_RS17150,b3390,ECK120000077
2898,ECB_RS17155,b3391,ECK120002017
2899,ECB_RS17160,b3392,ECK120004279
2900,ECB_RS17165,b3393,ECK120004280
2901,ECB_RS17170,b3394,ECK120004281
2902,ECB_RS17175,b3395,ECK120004282
2903,ECB_RS17180,b3396,ECK120000739
2904,ECB_RS17185,b3397,ECK120004283
2905,ECB_RS17190,b3398,ECK120004284
2906,ECB_RS17195,b3399,ECK120004285
2907,ECB_RS17200,b3400,ECK120004286
2908,ECB_RS17205,b3401,ECK120004287
2909,ECB_RS17210,b3402,ECK120004288
2910,ECB_RS17220,b3403,ECK120000681
2911,ECB_RS17225,b3404,ECK120000263
2912,ECB_RS17230,b3405,ECK120000665
2913,ECB_RS17235,b3406,ECK120001530
2914,ECB_RS17240,b3407,ECK120004289
2915,ECB_RS17245,b3408,ECK120002006
2916,ECB_RS17250,b3409,ECK120002007
2917,ECB_RS17255,b3410,ECK120002425
2918,ECB_RS17260,b3411,ECK120001688
2919,ECB_RS17265,b3412,ECK120000118
2920,ECB_RS17270,b3413,ECK120004290
2921,ECB_RS17275,b3414,ECK120004291
2922,ECB_RS17280,b3415,ECK120002247
2923,ECB_RS17285,b3416,ECK120000554
2924,ECB_RS17290,b3417,ECK120000553
2925,ECB_RS17295,b3418,ECK120000555
2926,ECB_RS17300,b4475,ECK120004292
2927,ECB_RS17305,b3421,ECK120004293
2928,ECB_RS17310,b3422,ECK120002224
2929,ECB_RS17320,b3424,ECK120000390
2930,ECB_RS17325,b3425,ECK120000388
2931,ECB_RS17330,b3426,ECK120000387
2932,ECB_RS17350,b3428,ECK120000373
2933,ECB_RS17355,b3429,ECK120000370
2934,ECB_RS17360,b3430,ECK120000372
2935,ECB_RS17365,b3431,ECK120000374
2936,ECB_RS17370,b3432,ECK120000371
2937,ECB_RS17375,b3433,ECK120000084
2938,ECB_RS17380,b3434,ECK120004295
2939,ECB_RS17385,b4476,ECK120002343
2940,ECB_RS17390,b3437,ECK120002341
2941,ECB_RS17395,b3438,ECK120002342
2942,ECB_RS17400,b3439,ECK120004296
2943,ECB_RS17405,b3440,ECK120004297
2944,ECB_RS17410,b3441,ECK120004298
2945,ECB_RS17415,b3442,ECK120004299
2946,ECB_RS25585,b4612,ECK120030086
2947,ECB_RS17425,b3446,ECK120004303
2948,ECB_RS17430,b3447,ECK120000367
2949,ECB_RS17435,b3448,ECK120001166
2950,ECB_RS17440,b3449,ECK120001039
2951,ECB_RS17445,b3450,ECK120001037
2952,ECB_RS17450,b3451,ECK120001038
2953,ECB_RS17455,b3452,ECK120001035
2954,ECB_RS17460,b3453,ECK120001036
2955,ECB_RS17470,b3454,ECK120000529
2956,ECB_RS17475,b3455,ECK120000530
2957,ECB_RS17480,b3456,ECK120000534
2958,ECB_RS17485,b3457,ECK120000531
2959,ECB_RS17490,b3458,ECK120000533
2960,ECB_RS17495,b3459,ECK120002098
2961,ECB_RS17505,b3460,ECK120000532
2962,ECB_RS17510,b3461,ECK120000888
2963,ECB_RS17515,b3462,ECK120000339
2964,ECB_RS17520,b3463,ECK120000334
2965,ECB_RS17525,b3464,ECK120000340
2966,ECB_RS17530,b3465,ECK120000337
2967,ECB_RS17535,b3466,ECK120002099
2968,ECB_RS17540,b3467,ECK120002100
2969,ECB_RS17545,b3468,ECK120002101
2970,ECB_RS17550,b3469,ECK120002102
2971,ECB_RS17555,b3470,ECK120002103
2972,ECB_RS17560,b3471,ECK120002104
2973,ECB_RS17565,b3472,ECK120004304
2974,ECB_RS17570,b3473,ECK120002105
2975,ECB_RS17575,b3474,ECK120002106
2976,ECB_RS17580,b3475,ECK120002107
2977,ECB_RS17585,b3476,ECK120001981
2978,ECB_RS17590,b3477,ECK120001982
2979,ECB_RS17595,b3478,ECK120001983
2980,ECB_RS17600,b3479,ECK120001984
2981,ECB_RS17605,b3480,ECK120001985
2982,ECB_RS17610,b3481,ECK120001473
2983,ECB_RS17615,b3482,ECK120000838
2984,ECB_RS17620,b3483,ECK120001474
2985,ECB_RS17630,b3484,ECK120001479
2986,ECB_RS17635,b3485,ECK120001703
2987,ECB_RS17640,b3486,ECK120002108
2988,ECB_RS17645,b3487,ECK120002109
2989,ECB_RS17650,b3488,ECK120002110
2990,ECB_RS17670,b3491,ECK120016281
2991,ECB_RS17675,b3492,ECK120002113
2992,ECB_RS17680,b3493,ECK120002114
2993,ECB_RS17685,b3494,ECK120002115
2994,ECB_RS17690,b3495,ECK120001357
2995,ECB_RS17695,b3496,ECK120002116
2996,ECB_RS17700,b3497,ECK120002117
2997,ECB_RS17705,b3498,ECK120001405
2998,ECB_RS17710,b3499,ECK120002118
2999,ECB_RS17715,b3500,ECK120000405
3000,ECB_RS17720,b4613,ECK120002670
3001,ECB_RS17730,b3501,ECK120002119
3002,ECB_RS17735,b3502,ECK120002120
3003,ECB_RS17740,b3503,ECK120002121
3004,ECB_RS17750,b3506,ECK120001820
3005,ECB_RS17755,b3507,ECK120001819
3006,ECB_RS17760,b3508,ECK120001366
3007,ECB_RS17765,b3509,ECK120001365
3008,ECB_RS17770,b3510,ECK120001364
3009,ECB_RS17775,b3511,ECK120001451
3010,ECB_RS17780,b3512,ECK120001498
3011,ECB_RS17790,b3513,ECK120002123
3012,ECB_RS17795,b3514,ECK120002124
3013,ECB_RS17800,b3515,ECK120002125
3014,ECB_RS17805,b3516,ECK120002126
3015,ECB_RS17810,b3517,ECK120002568
3016,ECB_RS17815,b3518,ECK120002127
3017,ECB_RS17820,b3519,ECK120002128
3018,ECB_RS17825,b3520,ECK120002129
3019,ECB_RS17830,b3521,ECK120002130
3020,ECB_RS17835,b3522,ECK120002131
3021,ECB_RS17840,b3523,ECK120002132
3022,ECB_RS17845,b3524,ECK120002133
3023,ECB_RS17850,b3525,ECK120002134
3024,ECB_RS17860,b3526,ECK120002135
3025,ECB_RS17865,b3527,ECK120002136
3026,ECB_RS17870,b3528,ECK120002437
3027,ECB_RS17875,b3529,ECK120002137
3028,ECB_RS17880,b3530,ECK120002138
3029,ECB_RS17885,b3531,ECK120002139
3030,ECB_RS17890,b3532,ECK120002140
3031,ECB_RS17895,b3533,ECK120002141
3032,ECB_RS17905,b3535,ECK120002143
3033,ECB_RS17910,b3536,ECK120002144
3034,ECB_RS17915,b3537,ECK120002145
3035,ECB_RS17920,b3538,ECK120002146
3036,ECB_RS25175,b4453,ECK120002626
3037,ECB_RS25600,b4453,ECK120002626
3038,ECB_RS25605,b4453,ECK120002626
3039,ECB_RS17945,b3539,ECK120002147
3040,ECB_RS17950,b3540,ECK120002340
3041,ECB_RS17955,b3541,ECK120002339
3042,ECB_RS17960,b3542,ECK120002338
3043,ECB_RS17965,b3543,ECK120002337
3044,ECB_RS17975,b3544,ECK120000242
3045,ECB_RS17990,b3546,ECK120002148
3046,ECB_RS17995,b3547,ECK120002149
3047,ECB_RS18000,b3548,ECK120002150
3048,ECB_RS18005,b3549,ECK120000975
3049,ECB_RS18010,b3550,ECK120002151
3050,ECB_RS18015,b3551,ECK120000120
3051,ECB_RS18020,b3552,ECK120002152
3052,ECB_RS18025,b3553,ECK120002153
3053,ECB_RS18030,b3554,ECK120002154
3054,ECB_RS18035,b3555,ECK120002336
3055,ECB_RS18040,b3556,ECK120000162
3056,ECB_RS18045,b4455,ECK120002664
3057,ECB_RS25190,,
3058,ECB_RS18060,b3559,ECK120000403
3059,ECB_RS18065,b3560,ECK120000402
3060,ECB_RS18070,b4553,ECK120016319
3061,ECB_RS18075,b3561,ECK120002155
3062,ECB_RS18080,b3562,ECK120001167
3063,ECB_RS18085,b3563,ECK120001241
3064,ECB_RS18090,b3564,ECK120001064
3065,ECB_RS18095,b3565,ECK120001063
3066,ECB_RS18100,b3566,ECK120002448
3067,ECB_RS18110,b3568,ECK120002157
3068,ECB_RS18115,b3569,ECK120002449
3069,ECB_RS18120,b3570,ECK120001329
3070,ECB_RS18125,b3571,ECK120001287
3071,ECB_RS18130,b3572,ECK120000103
3072,ECB_RS18140,b3573,ECK120002158
3073,ECB_RS18145,b3574,ECK120002159
3074,ECB_RS18150,b3575,ECK120002160
3075,ECB_RS18155,b3576,ECK120002161
3076,ECB_RS18160,b3577,ECK120002162
3077,ECB_RS18165,b3578,ECK120002163
3078,ECB_RS18170,b3579,ECK120002164
3079,ECB_RS18175,b3580,ECK120002165
3080,ECB_RS18180,b3581,ECK120002166
3081,ECB_RS18185,b3582,ECK120002167
3082,ECB_RS18190,b3583,ECK120002168
3083,ECB_RS18210,b3584,ECK120002169
3084,ECB_RS18215,b3585,ECK120002170
3085,ECB_RS18220,b3586,ECK120002171
3086,ECB_RS18225,b3587,ECK120002172
